province;red;green;blue;x;x
932;93;184;69;Province0932;x
933;71;110;92;Province0933;x
934;97;179;87;Province0934;x
935;96;80;31;Province0935;x
936;122;159;117;Province0936;x
937;151;157;36;Province0937;x
938;136;18;59;Province0938;x
939;64;19;123;Province0939;x
940;193;63;45;Province0940;x
941;221;20;57;Province0941;x
942;196;137;94;Province0942;x
943;79;143;80;Province0943;x
944;145;57;83;Province0944;x
945;132;218;118;Province0945;x
946;75;172;10;Province0946;x
947;218;217;53;Province0947;x
948;223;19;100;Province0948;x
949;253;111;27;Province0949;x
950;216;148;69;Province0950;x
951;210;243;50;Province0951;x
952;215;15;120;Province0952;x
953;222;29;114;Province0953;x
954;78;101;44;Province0954;x
955;213;24;38;Province0955;x
956;186;51;38;Province0956;x
957;249;217;85;Province0957;x
958;216;113;38;Province0958;x
959;166;212;83;Province0959;x
960;234;116;83;Province0960;x
961;185;209;37;Province0961;x
962;191;103;114;Province0962;x
963;178;209;121;Province0963;x
964;192;51;126;Province0964;x
965;246;113;82;Province0965;x
966;91;249;74;Province0966;x
967;226;209;111;Province0967;x
968;139;59;107;Province0968;x
969;217;39;110;Province0969;x
970;222;111;124;Province0970;x
971;169;129;89;Province0971;x
972;175;130;62;Province0972;x
973;234;216;56;Province0973;x
974;238;9;124;Province0974;x
975;69;207;4;Province0975;x
976;191;104;120;Province0976;x
977;125;168;34;Province0977;x
978;153;231;113;Province0978;x
979;94;144;97;Province0979;x
980;129;34;5;Province0980;x
981;79;160;71;Province0981;x
982;184;104;35;Province0982;x
983;251;147;0;Province0983;x
984;226;8;7;Province0984;x
985;217;162;23;Province0985;x
986;226;33;44;Province0986;x
987;219;150;123;Province0987;x
988;194;56;118;Province0988;x
989;68;40;81;Province0989;x
990;81;222;84;Province0990;x
991;84;240;70;Province0991;x
992;121;171;43;Province0992;x
993;201;81;20;Province0993;x
994;87;197;28;Province0994;x
995;220;125;123;Province0995;x
996;150;55;82;Province0996;x
997;138;37;101;Province0997;x
998;216;165;12;Province0998;x
999;231;176;80;Province0999;x
1000;98;120;45;Province1000;x
1001;139;10;55;Province1001;x
1002;214;251;17;Province1002;x
1003;136;201;68;Province1003;x
1004;234;139;58;Province1004;x
1005;113;16;66;Province1005;x
1006;103;213;108;Province1006;x
1007;197;158;100;Province1007;x
1008;103;194;116;Province1008;x
1009;227;225;21;Province1009;x
1010;112;194;110;Province1010;x
1011;141;152;16;Province1011;x
1012;74;3;51;Province1012;x
1013;67;46;114;Province1013;x
1014;72;120;13;Province1014;x
1015;92;105;108;Province1015;x
1016;75;153;82;Province1016;x
1017;93;134;95;Province1017;x
1018;65;129;82;Province1018;x
1019;89;24;105;Province1019;x
1020;224;93;85;Province1020;x
1021;168;0;98;Province1021;x
1022;92;86;94;Province1022;x
1023;178;59;38;Province1023;x
1024;66;208;57;Province1024;x
1025;238;73;22;Province1025;x
1026;238;218;88;Province1026;x
1027;248;139;35;Province1027;x
1028;129;192;7;Province1028;x
1029;173;55;20;Province1029;x
1030;204;175;126;Province1030;x
1031;228;60;120;Province1031;x
1032;170;84;57;Province1032;x
1033;67;153;92;Province1033;x
1034;187;59;69;Province1034;x
1035;67;41;41;Province1035;x
1036;180;252;110;Province1036;x
1037;130;138;123;Province1037;x
1038;81;122;64;Province1038;x
1039;143;98;101;Province1039;x
1040;106;234;27;Province1040;x
1041;233;94;33;Province1041;x
1042;156;170;20;Province1042;x
1043;127;74;52;Province1043;x
1044;232;211;61;Province1044;x
1045;70;13;111;Province1045;x
1046;254;210;117;Province1046;x
1047;117;69;32;Province1047;x
1048;245;164;42;Province1048;x
1049;181;247;126;Province1049;x
1050;202;225;96;Province1050;x
1051;184;211;113;Province1051;x
1052;238;187;56;Province1052;x
1053;145;213;119;Province1053;x
1054;133;176;17;Province1054;x
1055;178;210;3;Province1055;x
1056;163;153;67;Province1056;x
1057;246;216;70;Province1057;x
1058;167;173;114;Province1058;x
1059;91;200;123;Province1059;x
1060;75;203;103;Province1060;x
1061;226;28;25;Province1061;x
1062;253;27;96;Province1062;x
1063;163;25;48;Province1063;x
1064;71;194;2;Province1064;x
1065;68;251;86;Province1065;x
1066;80;22;27;Province1066;x
1067;249;101;96;Province1067;x
1068;87;199;19;Province1068;x
1069;161;30;67;Province1069;x
1070;132;96;57;Province1070;x
1071;251;141;86;Province1071;x
1072;148;1;89;Province1072;x
1073;71;166;104;Province1073;x
1074;87;217;113;Province1074;x
1075;208;62;97;Province1075;x
1076;91;120;37;Province1076;x
1077;159;117;27;Province1077;x
1078;230;26;27;Province1078;x
1079;135;127;30;Province1079;x
1080;155;170;61;Province1080;x
1081;177;60;65;Province1081;x
1082;151;54;98;Province1082;x
1083;238;63;99;Province1083;x
1084;199;205;114;Province1084;x
1085;115;168;39;Province1085;x
1086;254;248;93;Province1086;x
1087;127;157;121;Province1087;x
1088;203;46;92;Province1088;x
1089;99;30;47;Province1089;x
1090;252;13;77;Province1090;x
1091;167;126;116;Province1091;x
1092;141;120;40;Province1092;x
1093;117;29;76;Province1093;x
1094;88;158;47;Province1094;x
1095;254;180;52;Province1095;x
1096;166;151;84;Province1096;x
1097;90;194;118;Province1097;x
1098;99;206;120;Province1098;x
1099;209;71;49;Province1099;x
1100;160;230;51;Province1100;x
1101;96;194;85;Province1101;x
1102;116;8;61;Province1102;x
1103;164;32;18;Province1103;x
1104;243;24;40;Province1104;x
1105;67;155;99;Province1105;x
1106;110;217;81;Province1106;x
1107;93;217;25;Province1107;x
1108;249;227;17;Province1108;x
1109;179;18;69;Province1109;x
1110;204;80;4;Province1110;x
1111;224;136;56;Province1111;x
1112;248;219;23;Province1112;x
1113;97;101;90;Province1113;x
1114;107;28;111;Province1114;x
1115;165;166;102;Province1115;x
1116;144;72;43;Province1116;x
1117;189;61;103;Province1117;x
1118;143;193;102;Province1118;x
1119;187;232;113;Province1119;x
1120;231;189;97;Province1120;x
1121;79;247;101;Province1121;x
1122;65;43;47;Province1122;x
1123;97;30;58;Province1123;x
1124;197;108;100;Province1124;x
1125;146;161;29;Province1125;x
1126;175;136;67;Province1126;x
1127;139;247;48;Province1127;x
1128;118;176;90;Province1128;x
1129;176;190;79;Province1129;x
1130;214;47;3;Province1130;x
1131;128;86;114;Province1131;x
1132;253;74;55;Province1132;x
1133;100;233;22;Province1133;x
1134;253;127;117;Province1134;x
1135;196;107;61;Province1135;x
1136;95;243;15;Province1136;x
1137;112;95;16;Province1137;x
1138;148;64;19;Province1138;x
1139;184;22;49;Province1139;x
1140;218;150;89;Province1140;x
1141;120;108;67;Province1141;x
1142;215;220;40;Province1142;x
1143;103;185;30;Province1143;x
1144;92;95;42;Province1144;x
1145;122;70;86;Province1145;x
1146;88;36;22;Province1146;x
1147;155;6;49;Province1147;x
1148;118;40;118;Province1148;x
1149;185;156;97;Province1149;x
1150;197;191;43;Province1150;x
1151;119;72;105;Province1151;x
1152;200;92;21;Province1152;x
1153;65;15;62;Province1153;x
1154;203;128;51;Province1154;x
1155;252;41;49;Province1155;x
1156;159;116;62;Province1156;x
1157;144;190;47;Province1157;x
1158;112;232;3;Province1158;x
1159;191;50;97;Province1159;x
1160;89;98;64;Province1160;x
1161;143;16;45;Province1161;x
1162;91;244;17;Province1162;x
1163;191;202;80;Province1163;x
1164;212;17;13;Province1164;x
1165;156;36;113;Province1165;x
1166;96;23;11;Province1166;x
1167;250;16;52;Province1167;x
1168;117;2;90;Province1168;x
1169;218;113;52;Province1169;x
1170;169;172;44;Province1170;x
1171;66;134;99;Province1171;x
1172;123;102;58;Province1172;x
1173;149;151;26;Province1173;x
1174;82;208;45;Province1174;x
1175;81;102;9;Province1175;x
1176;178;224;12;Province1176;x
1177;116;164;46;Province1177;x
1178;73;100;93;Province1178;x
1179;236;35;94;Province1179;x
1180;154;6;15;Province1180;x
1181;149;208;103;Province1181;x
1182;131;158;80;Province1182;x
1183;145;183;121;Province1183;x
1184;242;32;91;Province1184;x
1185;115;24;44;Province1185;x
1186;145;229;83;Province1186;x
1187;81;91;18;Province1187;x
1188;171;107;33;Province1188;x
1189;110;3;28;Province1189;x
1190;133;246;46;Province1190;x
1191;183;79;82;Province1191;x
1192;64;32;121;Province1192;x
1193;78;129;61;Province1193;x
1194;218;130;68;Province1194;x
1195;171;203;46;Province1195;x
1196;71;246;111;Province1196;x
1197;233;243;102;Province1197;x
1198;243;90;119;Province1198;x
1199;135;62;14;Province1199;x
1200;192;148;96;Province1200;x
1201;166;28;75;Province1201;x
1202;171;11;74;Province1202;x
1203;132;165;119;Province1203;x
1204;141;121;38;Province1204;x
1205;124;33;78;Province1205;x
1206;172;112;75;Province1206;x
1207;132;46;17;Province1207;x
1208;117;87;72;Province1208;x
1209;143;179;114;Province1209;x
1210;200;71;109;Province1210;x
1211;79;227;92;Province1211;x
1212;106;173;41;Province1212;x
1213;171;224;12;Province1213;x
1214;138;23;11;Province1214;x
1215;137;253;100;Province1215;x
1216;223;120;26;Province1216;x
1217;133;89;55;Province1217;x
1218;179;245;27;Province1218;x
1219;132;16;37;Province1219;x
1220;72;89;33;Province1220;x
1221;127;131;78;Province1221;x
1222;168;179;84;Province1222;x
1223;121;70;65;Province1223;x
1224;187;106;36;Province1224;x
1225;117;25;76;Province1225;x
1226;201;204;62;Province1226;x
1227;223;228;44;Province1227;x
1228;99;7;80;Province1228;x
1229;117;241;37;Province1229;x
1230;64;69;11;Province1230;x
1231;19;28;199;;x
1232;49;47;240;;x
1233;30;9;145;;x
1234;53;6;138;;x
1235;34;46;142;;x
1236;37;72;178;;x
1237;13;29;205;;x
1238;9;124;208;;x
1239;38;70;148;;x
1240;29;10;207;;x
1241;4;97;165;;x
1242;57;77;215;;x
1243;42;117;132;;x
1244;15;117;241;;x
1245;55;6;208;;x
1246;37;35;167;;x
1247;42;37;210;;x
1248;16;100;175;;x
1249;34;55;150;;x
1250;21;86;241;;x
1251;10;119;158;;x
1252;61;107;249;;x
1253;21;20;251;;x
1254;12;108;234;;x
1255;33;100;151;;x
1256;38;123;141;;x
1257;4;119;172;;x
1258;40;70;247;;x
1259;38;97;199;;x
1260;25;73;220;;x
1261;62;19;218;;x
1262;6;94;128;;x
1263;43;10;135;;x
1264;7;22;225;;x
1265;31;45;165;;x
1266;33;118;218;;x
1267;12;102;139;;x
1268;35;68;169;;x
1269;25;17;128;;x
1270;19;83;194;;x
